year,outage_date,outage_time,state(s) affected,state(s) affected_abbr,region,utility_region,listed cause,weather-related?,weather_type,weather_details (where available)
2022,11/5/22,7:57 PM,Michigan,MI,Upper Midwest,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20221105
2022,11/8/22,3:48 PM,Texas,TX,South,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",not attributed to weather ,,
2022,11/10/22,6:00 AM,Florida,FL,Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,tropical cyclones (including hurricanes),Hurrican Nicole
2022,11/10/22,11:07 AM,Arkansas,AR,South,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,not attributed to weather ,,
2022,11/15/22,10:17 AM,Massachusetts,MA,Northeast,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,not attributed to weather ,,
2022,11/22/22,10:01 AM,Maine,ME,Northeast,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,not attributed to weather ,,
2022,11/23/22,12:46 PM,Michigan,MI,Upper Midwest,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,not attributed to weather ,,
2022,11/27/22,5:28 PM,Maryland,MD,Northeast,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",not attributed to weather ,,
2022,11/30/22,3:35 AM,"Alabama, Georgia, Mississippi","AL, GA, MS","South, Southeast",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20221130
2022,11/30/22,6:45 PM,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont","CT, ME, MA, NH, RI, VT",Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20221130
2022,11/30/22,2:37 AM,New York,NY,Northeast,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,not attributed to weather ,,
2022,12/10/22,1:14 AM,Massachusetts,MA,Northeast,NPCC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,not attributed to weather ,,
2022,12/14/22,10:42 AM,Florida,FL,Southeast,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20221214
2022,12/16/22,11:30 PM,"Maine, Massachusetts, New Hampshire, Vermont","MA, ME, NH, VT",Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,https://www.weather.gov/aly/December_15-17_2022_Noreaster
2022,12/22/22,9:04 AM,"Alabama, Kentucky, Mississippi, Tennessee","AL, KY, MS, TN","Ohio Valley, South, Southeast",SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operation/al policy.,yes,winter weather,
2022,12/22/22,9:04 PM,Texas,TX,South,TRE,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,yes,winter weather,
2022,12/23/22,3:03 AM,"Alabama, Georgia, Mississippi","AL, GA, MS","South, Southeast",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,
2022,12/23/22,5:20 AM,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont","CT, ME, MA, NH, RI, VT",Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,
2022,12/23/22,7:19 AM,Missouri,MO,Ohio Valley,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,yes,winter weather,
2022,12/23/22,7:30 AM,"North Carolina, South Carolina","NC, SC",Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,
2022,12/23/22,8:31 AM,Tennessee,TN,Ohio Valley,SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operation/al policy.,yes,winter weather,
2022,12/23/22,9:45 AM,North Carolina,NC,Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,
2022,12/23/22,2:30 PM,New York,NY,Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,
2022,12/24/22,6:35 AM,North Carolina,NC,Southeast,SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operation/al policy.,yes,winter weather,https://appvoices.org/2023/05/09/pse-report/
2022,12/24/22,4:45 AM,"North Carolina, South Carolina","NC, SC",Southeast,SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operation/al policy.,yes,winter weather,
2022,12/24/22,6:15 AM,South Carolina,SC,Southeast,SERC,System-wide voltage reductions of 3 percent or more.,yes,winter weather,
2022,12/24/22,9:00 AM,"Alabama, Georgia, Mississippi","AL, GA, MS","South, Southeast",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,
2022,12/26/22,8:30 AM,Washington,WA,Northwest,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,
2022,12/27/22,10:12 AM,Oregon,OR,Northwest,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,winter weather,
2022,12/27/22,8:40 PM,Washington,WA,Northwest,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operation/al in an otherwise blacked out area or within the partial failure of an integrated electrical system.,yes,winter weather,
2022,12/30/22,5:25 AM,Oregon,OR,Northwest,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",not attributed to weather ,,
2022,12/30/22,5:04 PM,Minnesota,MN,Upper Midwest,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",not attributed to weather ,,
2022,12/31/22,7:00 PM,California,CA,West,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,https://www.wglt.org/2022-12-31/heavy-rain-and-snow-falls-across-california-in-atmospheric-river-storm
2022,12/31/22,8:00 PM,Nevada,NV,West,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",yes,severe weather,https://www.wglt.org/2022-12-31/heavy-rain-and-snow-falls-across-california-in-atmospheric-river-storm
2023,1/1/23,9:55 AM,California,CA,West,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,yes,severe weather,
2023,1/2/23,6:22 PM,Arkansas,AR,South,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20230102
2023,1/5/23,8:19 AM,Louisiana,LA,South,SERC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operation/al in an otherwise blacked out area or within the partial failure of an integrated electrical system,not attributed to weather ,,
2023,1/7/23,11:44 PM,Texas,TX,South,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",not attributed to weather ,,
2023,1/7/23,10:00 PM,California,CA,West,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,
2023,1/12/23,2:00 PM,"Alabama, Georgia","AL, GA",Southeast,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20230112
2023,1/23/23,7:05 AM,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont","CT, ME, MA, NH, RI, VT",Northeast,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,winter weather,
2023,1/24/23,3:25 PM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20230124
2023,1/25/23,3:30 AM,"Arkansas, Louisiana, Mississippi, Texas","AR, LA, MS, TX",South,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,winter weather,
2023,1/29/23,8:19 AM,Kentucky,KY,Ohio Valley,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,not attributed to weather ,,
2023,1/31/23,8:15 AM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,winter weather,https://www.cnn.com/us/live-news/ice-storm-central-Southern-us-01-31-23/h_c28aa31d47d7e0d6abf730ed25aa0681
2023,2/1/23,5:00 AM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,winter weather,
2023,2/2/23,8:15 AM,"Arkansas, Mississippi, Texas","AL, MS, TX",South,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,winter weather,
2023,2/6/23,5:06 PM,Florida,FL,Southeast,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,not attributed to weather ,,
2023,2/7/23,1:34 PM,Wisconsin,WI,Upper Midwest,MRO,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,not attributed to weather ,,
2023,2/11/23,11:17 AM,Texas,TX,South,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",not attributed to weather ,,
2023,2/21/23,5:27 AM,Florida,FL,Southeast,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",not attributed to weather ,,
2023,2/22/23,6:41 PM,Michigan,MI,Upper Midwest,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,winter weather,"https://www.clickondetroit.com/news/local/2023/02/22/tracking-dte-energy-power-outages-in-metro-detroit-4k-in-the-dark-on-feb-22-2023/#:~:text=Metro%20Detroit%20counties%20were%20either,impact%20the%20community%20on%20Friday."
2023,2/22/23,6:30 PM,Michigan,MI,Upper Midwest,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,,
2023,2/23/23,4:30 AM,"Michigan, Wisconsin","MI, WI",Upper Midwest,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,winter weather,"https://www.clickondetroit.com/news/local/2023/02/22/tracking-dte-energy-power-outages-in-metro-detroit-4k-in-the-dark-on-feb-22-2023/#:~:text=Metro%20Detroit%20counties%20were%20either,impact%20the%20community%20on%20Friday."
2023,2/23/23,8:50 AM,Colorado,CO,SouthWest,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,not attributed to weather ,,
2023,2/25/23,12:08 AM,California,CA,West,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.nbclosangeles.com/weather-news/la-storm-rain-snow-blizzard-warning/3102996/
2023,2/27/23,1:25 PM,Michigan,MI,Upper Midwest,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20230227
2023,3/1/23,12:00 AM,Indiana,IN,Ohio Valley,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,not attributed to weather ,,
2023,3/2/23,7:00 PM,Texas,TX,South,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20230302
2023,3/3/23,9:45 AM,Mississippi,MS,Southeast,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20230303
